Census Block Group,Median Household Income,Low Income Population,Median Property Value,Vacancy Rate,Low to Moderate Income Population,Owner Occupancy Rate,Unemployment Rate,Low Moderate and Medium Income Population,Population,Educational Attainment: Population with at least a High School Degree or GED
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042200 Block Group 2,42375,38.99371069,63300,0,67.29559748,81,1,81.76100629,753,80
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
County 209 Tract 042300 Block Group 1,34348,69.09090909,64000,11,79.54545455,65,2,91.36363636,1127,62
